property_id,image_path,price,split
114101540,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\114101540.jpg,415000.0,train
114700150,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\114700150.jpg,236000.0,train
120059044,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\120059044.jpg,250000.0,train
120069059,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\120069059.jpg,550000.0,train
121029034,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\121029034.jpg,549000.0,train
121059147,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\121059147.jpg,392000.0,train
123059127,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\123059127.jpg,625000.0,train
125059178,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\125059178.jpg,510000.0,train
126039256,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\126039256.jpg,434900.0,train
126039305,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\126039305.jpg,345000.0,train
126039394,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\126039394.jpg,525000.0,train
126039413,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\126039413.jpg,469000.0,train
126039599,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\126039599.jpg,475000.0,train
126049167,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\126049167.jpg,380000.0,train
126049169,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\126049169.jpg,450000.0,train
126059005,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\126059005.jpg,547000.0,train
126059018,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\126059018.jpg,395000.0,train
126059019,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\126059019.jpg,799000.0,train
128500260,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\128500260.jpg,262000.0,train
133000127,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\133000127.jpg,265000.0,train
136000220,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\136000220.jpg,593000.0,train
148000035,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\148000035.jpg,544000.0,train
148000450,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\148000450.jpg,399000.0,train
161000120,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\161000120.jpg,650000.0,train
164000174,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\164000174.jpg,300000.0,train
164000237,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\164000237.jpg,495000.0,train
164000267,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\164000267.jpg,311300.0,train
170000060,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\170000060.jpg,1200000.0,train
179000100,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\179000100.jpg,174000.0,train
179001425,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\179001425.jpg,230000.0,train
182000350,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\182000350.jpg,287500.0,train
192300020,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\192300020.jpg,525000.0,train
192450180,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\192450180.jpg,335000.0,train
192450200,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\192450200.jpg,319900.0,train
193300120,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\193300120.jpg,192000.0,train
194000145,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\194000145.jpg,745000.0,train
200500610,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\200500610.jpg,571000.0,train
200510060,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\200510060.jpg,605000.0,train
200520120,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\200520120.jpg,570000.0,train
200800480,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\200800480.jpg,552321.0,train
203100460,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\203100460.jpg,400000.0,train
203101370,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\203101370.jpg,170000.0,train
203400090,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\203400090.jpg,740000.0,train
203900690,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\203900690.jpg,395000.0,train
204000175,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\204000175.jpg,381000.0,train
205000010,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\205000010.jpg,620000.0,train
205000410,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\205000410.jpg,630000.0,train
205000520,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\205000520.jpg,737500.0,train
207700180,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\207700180.jpg,555000.0,train
216500040,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\216500040.jpg,259000.0,train
222069057,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\222069057.jpg,665000.0,train
223039254,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\223039254.jpg,329950.0,train
224069094,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\224069094.jpg,530000.0,train
226039214,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\226039214.jpg,465250.0,train
226059106,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\226059106.jpg,489500.0,train
226059120,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\226059120.jpg,615000.0,train
240000031,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\240000031.jpg,322000.0,train
240000058,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\240000058.jpg,469000.0,train
243000335,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\243000335.jpg,305000.0,train
249000205,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\249000205.jpg,1537000.0,train
251300110,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\251300110.jpg,225000.0,train
251300260,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\251300260.jpg,255000.0,train
251500080,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\251500080.jpg,3204000.0,train
254000735,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\254000735.jpg,329000.0,train
255520150,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\255520150.jpg,539000.0,train
255550100,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\255550100.jpg,326000.0,train
255550150,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\255550150.jpg,352000.0,train
255580190,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\255580190.jpg,302000.0,train
259000100,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\259000100.jpg,430000.0,train
259100110,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\259100110.jpg,540000.0,train
259500230,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\259500230.jpg,465750.0,train
259500270,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\259500270.jpg,478000.0,train
259600280,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\259600280.jpg,400000.0,train
259600410,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\259600410.jpg,505000.0,train
259800610,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\259800610.jpg,575000.0,train
259800680,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\259800680.jpg,534000.0,train
259800750,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\259800750.jpg,455000.0,train
263000164,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\263000164.jpg,425000.0,train
263000291,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\263000291.jpg,433500.0,train
263000324,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\263000324.jpg,550000.0,train
267000130,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\267000130.jpg,613000.0,train
267010020,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\267010020.jpg,570000.0,train
269000070,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\269000070.jpg,608000.0,train
269000240,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\269000240.jpg,1050000.0,train
269000950,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\269000950.jpg,990000.0,train
269001360,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\269001360.jpg,775000.0,train
284000025,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\284000025.jpg,1410000.0,train
284000223,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\284000223.jpg,578000.0,train
290000095,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\290000095.jpg,675000.0,train
291300280,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\291300280.jpg,310000.0,train
291310180,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\291310180.jpg,379500.0,train
291310270,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\291310270.jpg,375000.0,train
293000068,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\293000068.jpg,556000.0,train
293070090,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\293070090.jpg,859990.0,train
293720140,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\293720140.jpg,449950.0,train
293760050,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\293760050.jpg,1050000.0,train
293760310,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\293760310.jpg,975000.0,train
293800410,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\293800410.jpg,824000.0,train
293800680,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\293800680.jpg,949000.0,train
293800870,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\293800870.jpg,710800.0,train
293910030,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\293910030.jpg,655000.0,train
301402120,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\301402120.jpg,240000.0,train
303800020,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\303800020.jpg,425000.0,train
304100090,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\304100090.jpg,215000.0,train
305010190,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\305010190.jpg,680000.0,train
305500140,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\305500140.jpg,365000.0,train
312000295,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\312000295.jpg,400000.0,train
321030070,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\321030070.jpg,375000.0,train
321049090,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\321049090.jpg,254000.0,train
321059132,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\321059132.jpg,365000.0,train
322069010,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\322069010.jpg,435000.0,train
323059146,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\323059146.jpg,343000.0,train
323059167,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\323059167.jpg,259000.0,train
323059327,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\323059327.jpg,1025000.0,train
323069158,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\323069158.jpg,620000.0,train
323089005,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\323089005.jpg,240000.0,train
323089084,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\323089084.jpg,592000.0,train
323089134,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\323089134.jpg,350000.0,train
323089159,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\323089159.jpg,332000.0,train
324000370,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\324000370.jpg,502000.0,train
324059112,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\324059112.jpg,675500.0,train
324069112,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\324069112.jpg,1325000.0,train
325059086,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\325059086.jpg,811000.0,train
325059131,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\325059131.jpg,390000.0,train
326049024,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\326049024.jpg,603000.0,train
326069027,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\326069027.jpg,692500.0,train
328000182,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\328000182.jpg,613500.0,train
339200130,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\339200130.jpg,693000.0,train
339600070,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\339600070.jpg,408000.0,train
339600090,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\339600090.jpg,369950.0,train
345700150,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\345700150.jpg,310000.0,train
345700180,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\345700180.jpg,250000.0,train
349400100,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\349400100.jpg,237500.0,train
366000095,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\366000095.jpg,890000.0,train
372000040,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\372000040.jpg,304000.0,train
1003400155,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1003400155.jpg,233000.0,train
1003400245,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1003400245.jpg,179950.0,train
1003600080,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1003600080.jpg,245000.0,train
1016000080,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1016000080.jpg,345000.0,train
1021049057,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1021049057.jpg,207000.0,train
1022059123,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1022059123.jpg,250000.0,train
1022059161,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1022059161.jpg,454000.0,train
1024069205,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1024069205.jpg,1175000.0,train
1025039145,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1025039145.jpg,775000.0,train
1025069210,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1025069210.jpg,762500.0,train
1036400200,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1036400200.jpg,661000.0,train
1036450170,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1036450170.jpg,660000.0,train
1036450360,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1036450360.jpg,540000.0,train
1041440360,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1041440360.jpg,299999.0,train
1042500013,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1042500013.jpg,219950.0,train
1042700290,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1042700290.jpg,864327.0,train
1048000160,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1048000160.jpg,504200.0,train
1049010050,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1049010050.jpg,386100.0,train
1062100075,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1062100075.jpg,455000.0,train
1066600090,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1066600090.jpg,519000.0,train
1070000110,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1070000110.jpg,1035290.0,train
1070000180,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1070000180.jpg,1107460.0,train
1077100020,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1077100020.jpg,365000.0,train
1079450410,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1079450410.jpg,450000.0,train
1081200070,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1081200070.jpg,405000.0,train
1081330060,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1081330060.jpg,375000.0,train
1081330180,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1081330180.jpg,627000.0,train
1081330210,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1081330210.jpg,410000.0,train
1081800070,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1081800070.jpg,425000.0,train
1085623350,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1085623350.jpg,460940.0,train
1085623640,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1085623640.jpg,428900.0,train
1087900050,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1087900050.jpg,560000.0,train
1088020070,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1088020070.jpg,645000.0,train
1088700100,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1088700100.jpg,905000.0,train
1088810040,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1088810040.jpg,627250.0,train
1099760470,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1099760470.jpg,161700.0,train
1099900020,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1099900020.jpg,368500.0,train
1099900030,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1099900030.jpg,325000.0,train
1102000196,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1102000196.jpg,477000.0,train
1102000270,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1102000270.jpg,1080000.0,train
1102001112,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1102001112.jpg,802500.0,train
1105000229,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1105000229.jpg,285000.0,train
1109000040,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1109000040.jpg,315000.0,train
1109000175,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1109000175.jpg,370000.0,train
1112700060,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1112700060.jpg,399900.0,train
1115600130,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1115600130.jpg,415000.0,train
1115800110,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1115800110.jpg,524000.0,train
1117200170,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1117200170.jpg,715000.0,train
1118000301,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1118000301.jpg,2890000.0,train
1118000320,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1118000320.jpg,3400000.0,train
1118000465,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1118000465.jpg,1810000.0,train
1118001201,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1118001201.jpg,2300000.0,train
1118001835,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1118001835.jpg,1715000.0,train
1118002000,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1118002000.jpg,2466350.0,train
1121000095,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1121000095.jpg,320000.0,train
1121039059,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1121039059.jpg,503000.0,train
1122059037,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1122059037.jpg,380000.0,train
1124000050,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1124000050.jpg,461000.0,train
1125049140,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1125049140.jpg,1250000.0,train
1125069102,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1125069102.jpg,1250000.0,train
1126049095,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1126049095.jpg,450000.0,train
1126059091,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1126059091.jpg,624000.0,train
1126059095,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1126059095.jpg,880000.0,train
1130000005,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1130000005.jpg,1600000.0,train
1133000050,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1133000050.jpg,362000.0,train
1133000671,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1133000671.jpg,315000.0,train
1133000694,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1133000694.jpg,325000.0,train
1136100087,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1136100087.jpg,818000.0,train
1137300340,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1137300340.jpg,674250.0,train
1137300900,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1137300900.jpg,749950.0,train
1137400460,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1137400460.jpg,455000.0,train
1138000070,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1138000070.jpg,370000.0,train
1138000410,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1138000410.jpg,307500.0,train
1138020200,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1138020200.jpg,435000.0,train
1139000069,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1139000069.jpg,320000.0,train
1139000135,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1139000135.jpg,440000.0,train
1140000050,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1140000050.jpg,215000.0,train
1149600120,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1149600120.jpg,695000.0,train
1149900050,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1149900050.jpg,717000.0,train
1150000200,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1150000200.jpg,640000.0,train
1150000400,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1150000400.jpg,700000.0,train
1150001270,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1150001270.jpg,716000.0,train
1151100010,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1151100010.jpg,280000.0,train
1152600220,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1152600220.jpg,831500.0,train
1152700120,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1152700120.jpg,370000.0,train
1158700100,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1158700100.jpg,575000.0,train
1160000300,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1160000300.jpg,453000.0,train
1164000040,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1164000040.jpg,226800.0,train
1175000570,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1175000570.jpg,530000.0,train
1175001125,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1175001125.jpg,550000.0,train
1175001135,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1175001135.jpg,424000.0,train
1176000964,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1176000964.jpg,638000.0,train
1180000885,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1180000885.jpg,340500.0,train
1180002075,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1180002075.jpg,235000.0,train
1180002378,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1180002378.jpg,299000.0,train
1180003090,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1180003090.jpg,190000.0,train
1180005050,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1180005050.jpg,463000.0,train
1180005280,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1180005280.jpg,239950.0,train
1180007005,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1180007005.jpg,265950.0,train
1180500100,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1180500100.jpg,353000.0,train
1189000030,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1189000030.jpg,650000.0,train
1189000130,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1189000130.jpg,493000.0,train
1189000492,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1189000492.jpg,405000.0,train
1193000450,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1193000450.jpg,825000.0,train
1196002395,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1196002395.jpg,545400.0,train
1217000481,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1217000481.jpg,345000.0,train
1218000195,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1218000195.jpg,420000.0,train
1220000367,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1220000367.jpg,320000.0,train
1220000371,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1220000371.jpg,327500.0,train
1222069089,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1222069089.jpg,375000.0,train
1222069133,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1222069133.jpg,415000.0,train
1222069136,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1222069136.jpg,500000.0,train
1223039195,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1223039195.jpg,465000.0,train
1223039290,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1223039290.jpg,403950.0,train
1231000640,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1231000640.jpg,290000.0,train
1231000645,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1231000645.jpg,846000.0,train
1231001130,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1231001130.jpg,572000.0,train
1232001040,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1232001040.jpg,435000.0,train
1232001070,C:\Users\hiten\Documents\Satellite_Property_Valuation\images\train\1232001070.jpg,485000.0,train
